Default,LOAN,MORTDUE,VALUE,REASON,Reason_D,JOB,Mgr_D,Office_D,Prof_D,Sales_D,Self_D,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,25700,31333,56733,DebtCon,0,Other,0,0,0,0,0,13,0,0,97.08615056,2,25,30.61978676
0,25700,32039,54499,DebtCon,0,Other,0,0,0,0,0,15,0,0,114.8074121,2,24,31.14295705
0,25700,189995,250814,DebtCon,0,Other,0,0,0,0,0,9,0,0,100.8009427,1,25,41.00583277
0,25700,26059,51800,DebtCon,0,Other,0,0,0,0,0,24,0,0,118.0311312,0,10,23.08547854
0,25700,197425,242602,DebtCon,0,Other,0,0,0,0,0,8,0,0,102.9603455,2,26,41.27712717
0,25700,43881,69954,DebtCon,0,Other,0,0,0,0,0,10,0,0,126.4730656,0,20,40.76906182
0,25700,83733,116386,DebtCon,0,Office,0,1,0,0,0,8,0,1,397.8706892,0,44,41.86989334
1,25700,32613,63065,DebtCon,0,Other,0,0,0,0,0,0,0,0,218.4852751,0,22,41.21010704
0,25700,103598,144594,DebtCon,0,Mgr,1,0,0,0,0,19,0,0,217.944828,0,13,41.13564938
0,25700,63054,104624,DebtCon,0,Other,0,0,0,0,0,15,0,1,132.1071172,0,29,40.20529288
0,25800,140785,208421,HomeImp,1,ProfExe,0,0,1,0,0,3,0,0,176.2714893,0,28,39.74500284
0,25800,70804,106892,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,291.0720275,1,33,40.77228326
0,25800,82058,116330,DebtCon,0,ProfExe,0,0,1,0,0,11,0,1,128.4471699,0,18,27.98945739
0,25800,112388,180313,DebtCon,0,Sales,0,0,0,1,0,16,0,0,295.5460058,0,31,33.24109601
0,25800,137140,167096,DebtCon,0,Other,0,0,0,0,0,7,0,1,209.085283,1,19,36.18947433
0,25900,201877,239546,HomeImp,1,Other,0,0,0,0,0,6,0,0,134.8532427,0,42,40.39811434
1,25900,42105,73249,DebtCon,0,Other,0,0,0,0,0,2,0,0,109.2111561,3,22,31.80908592
0,25900,118965,154728,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,101.1976068,3,26,32.59840187
0,25900,108319,135884,DebtCon,0,Mgr,1,0,0,0,0,8,1,0,188.3758019,5,18,40.50485505
0,25900,145700,211151,HomeImp,1,ProfExe,0,0,1,0,0,6,0,0,182.1713721,1,27,38.48048457
0,25900,80663,122372,DebtCon,0,ProfExe,0,0,1,0,0,10,0,1,133.669494,0,18,26.57393079
0,25900,152071,185893,HomeImp,1,Self,0,0,0,0,1,0,0,0,185.543512,0,16,40.6422789
0,25900,59575,85837,DebtCon,0,Other,0,0,0,0,0,22,0,1,189.7553505,0,19,24.87461511
0,25900,56784,91401,DebtCon,0,Office,0,1,0,0,0,2,0,1,90.16369704,0,23,34.09893173
0,25900,58693,86469,DebtCon,0,Office,0,1,0,0,0,1,0,1,94.12956341,0,23,32.12756274
1,25900,21852,57518,HomeImp,1,Other,0,0,0,0,0,2,0,0,80.16847942,2,11,31.98368604
0,25900,61064,94714,DebtCon,0,Office,0,1,0,0,0,2,0,0,98.80937484,0,23,34.56594425
1,26000,43314,71303,DebtCon,0,Other,0,0,0,0,0,8,0,7,246.3186749,3,23,43.21523351
0,26000,150773,179077,DebtCon,0,Other,0,0,0,0,0,1,0,0,186.914467,0,35,38.70777971
0,26000,238005,260479,HomeImp,1,Self,0,0,0,0,1,5,1,0,242.2901595,2,51,35.45765879
0,26000,100548,207647,DebtCon,0,Other,0,0,0,0,0,22,0,0,218.5959913,0,18,26.55949496
0,26000,107291,137426,DebtCon,0,Mgr,1,0,0,0,0,9,2,0,191.57344,4,18,40.76740141
0,26000,139904,172310,DebtCon,0,Other,0,0,0,0,0,6,1,0,204.1144147,0,19,34.83482969
0,26000,75034,100852,DebtCon,0,Office,0,1,0,0,0,10,0,0,152.3539807,0,20,36.3563094
0,26000,58794,91413,DebtCon,0,Other,0,0,0,0,0,5,0,0,230.6802307,0,19,37.99692333
0,26000,119553,158687,DebtCon,0,Mgr,1,0,0,0,0,5,0,0,290.7585045,0,24,36.97751891
0,26000,81764,118388,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,130.1924181,0,18,28.15413466
0,26000,20119,54563,DebtCon,0,Other,0,0,0,0,0,24,0,0,126.9879594,0,11,25.62363851
0,26000,47067,63292,DebtCon,0,Office,0,1,0,0,0,17,0,0,174.6210154,2,21,33.67314644
0,26100,75164,108483,DebtCon,0,Mgr,1,0,0,0,0,7,0,0,300.8359581,2,28,30.07140205
0,26100,113266,182082,DebtCon,0,Sales,0,0,0,1,0,18,0,0,304.8524691,1,31,33.19394936
0,26100,150464,203202,HomeImp,1,Other,0,0,0,0,0,10,0,0,248.4819453,1,33,43.11219067
0,26100,80176,113247,DebtCon,0,Mgr,1,0,0,0,0,9,0,1,294.7520334,1,29,33.19212531
0,26100,103949,208432,DebtCon,0,Other,0,0,0,0,0,23,0,0,202.592647,0,18,23.29023448
1,26100,73525,,DebtCon,0,Office,0,1,0,0,0,3,1,,106.6522984,0,6,22.50817251
0,26100,20566,50534,DebtCon,0,Other,0,0,0,0,0,24,0,0,140.5532102,1,10,24.09826676
0,26200,105096,136580,DebtCon,0,Mgr,1,0,0,0,0,9,2,0,181.3585917,4,17,39.18736161
0,26200,75096,120859,DebtCon,0,Other,0,0,0,0,0,4,0,0,107.1771177,2,31,38.55297875
0,26200,77952,113285,DebtCon,0,Other,0,0,0,0,0,5,0,0,90.01609154,1,31,39.39066028
0,26200,141109,245422,HomeImp,1,ProfExe,0,0,1,0,0,28,0,0,343.7871223,1,18,38.11355594
0,26200,72648,123582,DebtCon,0,Office,0,1,0,0,0,0,1,0,331.3528857,0,23,37.54583738
0,26200,149599,181869,DebtCon,0,Other,0,0,0,0,0,1,0,0,204.0289898,0,35,39.80087956
0,26200,100931,132627,DebtCon,0,Office,0,1,0,0,0,11,0,1,169.0320939,0,28,41.08956919
0,26200,189252,241754,DebtCon,0,Other,0,0,0,0,0,9,0,0,97.31488774,2,25,40.31269773
0,26300,87291,122531,DebtCon,0,ProfExe,0,0,1,0,0,10,0,1,128.4832581,0,18,27.83750961
0,26300,94337,123054,DebtCon,0,ProfExe,0,0,1,0,0,0,1,0,204.9173394,2,38,35.72585219
0,26300,147600,184207,DebtCon,0,ProfExe,0,0,1,0,0,5,0,0,310.3481457,0,35,38.23508627
0,26300,118304,177819,DebtCon,0,Sales,0,0,0,1,0,17,0,0,299.2172523,1,30,34.36826933
0,26300,25685,51023,DebtCon,0,Other,0,0,0,0,0,35,0,0,261.470872,0,23,40.08504815
0,26300,52394,93307,DebtCon,0,Other,0,0,0,0,0,24,0,1,184.6560958,0,19,23.54869835
0,26300,58369,88124,DebtCon,0,Other,0,0,0,0,0,7,0,0,234.2215473,1,20,37.15829482
0,26300,52296,91041,DebtCon,0,Other,0,0,0,0,0,24,1,2,193.8537132,0,19,24.89378113
0,26300,78851,109090,DebtCon,0,Office,0,1,0,0,0,8,0,0,405.4304292,0,44,42.34162639
0,26300,189302,249773,DebtCon,0,Other,0,0,0,0,0,7,0,0,106.6093074,1,26,42.76938671
0,26300,94916,127526,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,195.8476245,2,37,36.01849565
0,26400,43781,66030,DebtCon,0,Office,0,1,0,0,0,17,0,0,184.3849541,2,21,31.48990578
0,26400,79163,123792,DebtCon,0,Office,0,1,0,0,0,0,0,0,310.6145549,0,24,38.1099786
0,26400,73679,98614,DebtCon,0,Office,0,1,0,0,0,10,0,0,151.6287037,0,20,38.15962279
0,26400,130672,212536,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,221.5068316,3,26,20.26991879
0,26400,128413,207302,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,228.0151317,3,26,17.87219518
0,26400,153853,188760,HomeImp,1,Self,0,0,0,0,1,2,0,0,172.5708333,0,17,43.35819405
0,26400,240907,260638,HomeImp,1,Self,0,0,0,0,1,7,1,0,255.415514,3,51,37.65291911
0,26400,44333,68945,DebtCon,0,Office,0,1,0,0,0,18,0,0,173.4953921,2,21,32.34941205
0,26400,196412,250164,DebtCon,0,Other,0,0,0,0,0,9,0,0,97.27834927,1,26,42.334246
0,26400,59288,87753,DebtCon,0,Other,0,0,0,0,0,8,1,1,145.8824924,3,29,38.97248671
0,26500,29751,57501,,0,Office,0,1,0,0,0,1,0,0,114.359189,2,7,37.07547187
0,26500,145393,187324,HomeImp,1,Self,0,0,0,0,1,3,0,0,194.2277448,1,16,40.85486499
0,26500,63345,100332,DebtCon,0,Other,0,0,0,0,0,16,0,0,139.5105459,0,30,38.42744457
0,26500,240782,267675,HomeImp,1,Self,0,0,0,0,1,6,0,0,229.3070258,1,50,37.740919
0,26500,112059,179599,DebtCon,0,Sales,0,0,0,1,0,15,0,0,313.2053014,0,30,36.35910417
0,26500,77198,131090,DebtCon,0,Office,0,1,0,0,0,0,0,0,312.9088037,0,24,37.83016379
0,26500,84769,127773,DebtCon,0,Other,0,0,0,0,0,2,0,0,190.8604772,2,25,42.03163913
1,26500,61223,92255,DebtCon,0,Other,0,0,0,0,0,2,0,1,214.0325389,0,17,1.85553998
0,26500,76599,119041,DebtCon,0,Other,0,0,0,0,0,4,0,0,97.26565847,1,31,40.12650973
0,26500,134952,165451,DebtCon,0,Other,0,0,0,0,0,8,1,0,225.3236722,1,19,35.73485637
0,26600,148986,175750,DebtCon,0,Other,0,0,0,0,0,1,0,0,197.3917133,0,35,40.51498958
0,26600,61151,97072,DebtCon,0,Other,0,0,0,0,0,16,0,1,133.4481104,0,29,39.22971154
0,26600,94954,131913,DebtCon,0,ProfExe,0,0,1,0,0,0,1,0,187.1408236,2,37,35.27011322
0,26600,78491,121598,DebtCon,0,Other,0,0,0,0,0,4,1,0,84.58301005,1,33,41.34234309
0,26600,140561,208775,HomeImp,1,ProfExe,0,0,1,0,0,5,0,0,197.5241025,1,27,36.87838912
1,26600,84843,115850,DebtCon,0,Sales,0,0,0,1,0,2,0,0,137.5388776,2,37,42.57188992
0,26600,128238,165316,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,236.0659719,2,23,36.93931917
0,26600,122501,153280,DebtCon,0,Mgr,1,0,0,0,0,2,0,0,289.581723,0,25,38.1297118
0,26700,146193,185200,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,156.2294564,0,36,39.21027209
0,26700,40785,75601,DebtCon,0,Mgr,1,0,0,0,0,14,1,0,98.2405209,5,15,34.15422819
0,26700,144243,176096,DebtCon,0,Other,0,0,0,0,0,1,0,0,194.6797961,0,34,40.47924358
0,26700,73468,108774,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,290.0805914,1,32,39.0422045
0,26700,81968,114647,DebtCon,0,ProfExe,0,0,1,0,0,10,0,1,126.7073197,0,19,27.05672697
0,26700,23361,55483,DebtCon,0,Other,0,0,0,0,0,36,0,0,280.8076057,1,23,39.89165429
0,26700,186185,233480,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,290.578837,1,32,41.74120105
0,26700,129559,170042,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,232.6461734,1,24,34.11753289
0,26700,18590,53462,DebtCon,0,Other,0,0,0,0,0,25,0,0,111.9955708,1,11,22.95980677
0,26800,149729,183027,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,331.2565571,0,34,37.00088322
0,26800,133594,173255,DebtCon,0,Other,0,0,0,0,0,8,0,0,215.968328,1,19,36.94699749
0,26800,145772,193135,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,147.9387954,0,36,40.90432104
0,26800,96895,144482,DebtCon,0,Mgr,1,0,0,0,0,23,0,0,201.9678752,0,13,40.16216065
0,26800,148471,183284,DebtCon,0,ProfExe,0,0,1,0,0,4,0,0,323.262383,0,35,37.27227131
0,26800,139309,166621,DebtCon,0,Other,0,0,0,0,0,5,0,0,217.2114826,0,20,35.18585706
1,26800,89146,128923,DebtCon,0,Mgr,1,0,0,0,0,7,2,1,114.4619553,7,16,2.83029717
0,26800,124199,166404,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,243.9420995,2,23,34.50965688
0,26800,46236,62711,DebtCon,0,Office,0,1,0,0,0,17,0,0,175.075058,1,22,33.05993364
0,26800,35485,74949,DebtCon,0,Mgr,1,0,0,0,0,14,0,0,84.76662481,5,15,36.19145855
0,26800,145745,211400,HomeImp,1,ProfExe,0,0,1,0,0,6,0,0,184.7116347,1,27,39.84839123
1,26800,138216,170052,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,199.7387114,1,29,76.42147805
1,26800,18459,53907,DebtCon,0,Other,0,0,0,0,0,0,0,0,200.4170271,0,6,71.51211057
0,26900,74982,126972,DebtCon,0,Office,0,1,0,0,0,0,0,0,315.8189112,0,23,38.32598985
0,26900,69446,104590,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,287.2759924,1,32,41.49906043
0,26900,57414,92916,DebtCon,0,Office,0,1,0,0,0,0,0,0,70.28190571,0,22,34.39630178
0,26900,67144,92923,DebtCon,0,Other,0,0,0,0,0,16,0,0,89.11217349,1,17,32.79147803
0,26900,47882,78854,DebtCon,0,Other,0,0,0,0,0,11,0,0,132.3473921,0,19,41.13070668
0,26900,98324,129210,DebtCon,0,ProfExe,0,0,1,0,0,0,1,0,185.2058111,3,38,34.65064913
0,26900,54071,85557,DebtCon,0,Office,0,1,0,0,0,0,0,2,91.20997623,0,22,34.5971919
0,26900,72848,101736,DebtCon,0,Office,0,1,0,0,0,10,0,0,131.4096343,0,21,36.36902746
1,27000,79218,115721,DebtCon,0,Other,0,0,0,0,0,9,0,0,280.3437201,0,35,33.22776308
0,27000,77910,117590,DebtCon,0,Other,0,0,0,0,0,4,0,0,91.8742111,2,31,38.49715498
0,27000,50375,70656,DebtCon,0,Other,0,0,0,0,0,8,0,0,125.7160414,1,20,43.1338449
0,27000,13718,35684,DebtCon,0,Other,0,0,0,0,0,16,2,0,122.2944468,1,18,24.35575958
0,27000,144901,178093,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,331.1139721,0,34,40.5665519
0,27000,54515,82539,DebtCon,0,Other,0,0,0,0,0,20,0,0,203.8613989,0,26,37.11235228
0,27000,45880,82425,DebtCon,0,Other,0,0,0,0,0,21,0,0,212.6442208,0,27,36.9977936
0,27000,54834,85391,DebtCon,0,Other,0,0,0,0,0,9,0,1,132.5785446,2,30,39.30573912
0,27000,60631,86091,DebtCon,0,Other,0,0,0,0,0,24,0,2,200.1414536,1,20,26.24875663
0,27000,23160,58074,DebtCon,0,Other,0,0,0,0,0,36,0,0,275.8432307,1,24,40.13322041
0,27100,140305,237302,HomeImp,1,ProfExe,0,0,1,0,0,27,0,0,349.5142676,2,18,37.42084716
0,27100,44095,77587,DebtCon,0,Mgr,1,0,0,0,0,14,1,0,92.14002902,6,15,33.5355472
0,27100,33649,63214,,0,Office,0,1,0,0,0,2,0,0,113.0367365,2,6,37.83786387
0,27100,20479,46735,DebtCon,0,Other,0,0,0,0,0,24,0,0,103.8162897,0,10,24.25867722
0,27100,118200,159739,DebtCon,0,ProfExe,0,0,1,0,0,6,0,1,117.1521605,3,27,34.20600845
0,27200,70730,93752,DebtCon,0,Office,0,1,0,0,0,8,0,0,165.9193329,0,20,36.17090549
0,27200,145725,179197,DebtCon,0,Other,0,0,0,0,0,1,0,0,183.3762884,0,34,40.28747993
0,27200,83894,121302,DebtCon,0,ProfExe,0,0,1,0,0,6,0,1,124.2746965,0,18,29.73248931
0,27200,110470,180982,DebtCon,0,Sales,0,0,0,1,0,17,0,0,295.4714492,1,30,34.7669497
0,27200,61000,104044,DebtCon,0,Other,0,0,0,0,0,16,0,1,141.9812345,0,30,39.54650758
0,27200,101680,134864,DebtCon,0,Office,0,1,0,0,0,10,0,1,150.596198,0,29,40.88049467
0,27200,97541,126368,DebtCon,0,ProfExe,0,0,1,0,0,0,1,0,186.7785479,3,38,34.81068944
1,27200,61118,35184,DebtCon,0,Sales,0,0,0,1,0,10,4,2,134.6489043,7,23,45.25528966
0,27200,24070,58216,DebtCon,0,Other,0,0,0,0,0,35,0,0,273.3417572,0,24,37.63994733
0,27200,58383,92484,DebtCon,0,Other,0,0,0,0,0,22,1,2,170.0723235,1,20,23.80982026
0,27300,66878,93656,DebtCon,0,Office,0,1,0,0,0,11,0,0,153.7959046,0,20,39.08500634
0,27300,72314,118839,DebtCon,0,Other,0,0,0,0,0,5,0,0,99.69383246,1,31,42.34342026
0,27300,97373,126102,DebtCon,0,Office,0,1,0,0,0,10,0,1,139.1325983,0,28,39.17355395
0,27300,55973,93503,DebtCon,0,Other,0,0,0,0,0,22,0,1,167.7417315,0,19,26.21017597
0,27300,53223,86696,DebtCon,0,Office,0,1,0,0,0,0,0,0,96.07068788,0,22,34.51779051
1,27300,106221,137727,DebtCon,0,Self,0,0,0,0,1,3,0,0,300.5745109,3,45,32.5603594
0,27300,37636,73328,DebtCon,0,Mgr,1,0,0,0,0,12,0,0,80.79269376,6,16,34.26822801
0,27300,127260,212953,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,244.1654213,3,26,21.24119477
0,27300,149950,177309,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,328.1681227,0,35,39.15955376
0,27300,140773,188414,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,144.0934649,0,37,41.48280369
0,27400,99900,143437,DebtCon,0,Mgr,1,0,0,0,0,21,0,0,211.1082771,0,12,39.11029763
1,27400,113364,146520,HomeImp,1,Office,0,1,0,0,0,16,1,1,284.3680179,2,13,34.6276594
0,27400,195497,246354,DebtCon,0,Other,0,0,0,0,0,8,0,0,89.26442741,1,25,39.66482299
0,27400,51298,90010,DebtCon,0,Other,0,0,0,0,0,6,1,0,146.6562202,3,29,42.15993654
0,27400,46575,85263,DebtCon,0,Office,0,1,0,0,0,1,0,0,155.6470412,2,19,39.4893172
0,27400,100951,149305,DebtCon,0,Mgr,1,0,0,0,0,21,0,0,194.5330279,0,13,41.64417205
0,27400,41370,70528,DebtCon,0,Office,0,1,0,0,0,18,0,0,180.204345,1,21,33.4950887
0,27500,54511,84470,DebtCon,0,Other,0,0,0,0,0,9,0,1,140.247796,3,29,40.2782983
0,27500,97679,149877,DebtCon,0,Mgr,1,0,0,0,0,23,0,0,193.0056328,0,12,39.41516685
0,27500,145774,206788,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,191.9410188,0,27,38.00119223
0,27500,150666,192346,HomeImp,1,Self,0,0,0,0,1,3,0,0,177.8714733,0,17,39.97865033
0,27500,69579,117799,DebtCon,0,Other,0,0,0,0,0,5,0,0,84.3731245,2,32,38.86212081
0,27500,131269,211014,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,234.3512888,2,26,18.73514744
0,27500,23439,47177,DebtCon,0,Other,0,0,0,0,0,25,0,0,112.8945073,0,11,23.02289409
0,27600,54584,86568,DebtCon,0,Other,0,0,0,0,0,22,0,0,214.8157373,1,27,35.2239708
0,27600,73846,100216,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,282.3706614,1,33,38.19125134
0,27600,60039,86166,DebtCon,0,Office,0,1,0,0,0,0,0,0,100.9493217,0,23,33.82093404
0,27600,121592,153432,DebtCon,0,Mgr,1,0,0,0,0,2,0,0,297.0016085,0,24,40.01531648
0,27600,103898,130784,DebtCon,0,Office,0,1,0,0,0,11,0,0,147.1283978,0,29,42.00981358
0,27600,131887,174323,DebtCon,0,Mgr,1,0,0,0,0,0,0,0,243.053713,2,24,35.27186703
0,27600,150120,191972,HomeImp,1,Self,0,0,0,0,1,3,0,0,178.0384911,1,16,41.80742805
0,27600,64818,91915,DebtCon,0,Other,0,0,0,0,0,16,0,0,99.60460781,0,17,32.46114433
0,27600,153063,202542,HomeImp,1,Other,0,0,0,0,0,10,0,0,266.938956,2,33,42.82914582
0,27600,57327,87683,DebtCon,0,Office,0,1,0,0,0,0,0,0,98.521771,0,23,34.76057541
0,27600,54328,94216,DebtCon,0,Other,0,0,0,0,0,24,1,2,188.3937419,1,19,26.83331217
0,27600,124139,157940,DebtCon,0,Mgr,1,0,0,0,0,4,0,0,288.8865396,0,24,38.22673698
0,27600,123121,157337,DebtCon,0,Mgr,1,0,0,0,0,2,0,0,283.2828535,0,24,36.94827386
0,27600,72468,106906,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,288.8495515,1,32,38.98401301
0,27600,112753,155166,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,124.9909552,3,26,32.08868135
0,27600,74964,118507,DebtCon,0,Other,0,0,0,0,0,5,0,0,91.7112462,1,32,39.14675577
0,27700,63962,101676,DebtCon,0,Other,0,0,0,0,0,15,0,1,138.5694126,0,30,37.38458848
0,27700,103249,206521,DebtCon,0,Other,0,0,0,0,0,24,0,0,196.7816329,0,19,25.68817634
1,27700,97834,132396,HomeImp,1,ProfExe,0,0,1,0,0,18,0,2,303.9519145,2,26,6.887024127
0,27700,54617,87722,DebtCon,0,Other,0,0,0,0,0,9,0,1,132.4113818,3,29,39.63110299
0,27700,73148,101462,DebtCon,0,ProfExe,0,0,1,0,0,10,0,0,264.6053894,0,33,40.47579335
1,27700,61396,111627,,0,Self,0,0,0,0,1,20,0,0,87.00250011,0,4,84.61388869
0,27700,25947,49836,DebtCon,0,Other,0,0,0,0,0,24,0,0,120.0258521,0,10,23.81017336
0,27700,77886,114494,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,118.4713538,0,18,28.34407839
0,27700,54541,78832,DebtCon,0,Office,0,1,0,0,0,0,0,0,186.0208426,2,19,39.61433498
0,27700,149169,183234,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,314.7858392,0,35,37.63668272
1,27700,85285,116468,DebtCon,0,Other,0,0,0,0,0,9,0,0,312.8079284,0,36,35.96802437
0,27700,76055,126560,DebtCon,0,Office,0,1,0,0,0,0,0,0,310.6263344,1,23,38.98355812
0,27700,141930,182516,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,235.6305765,2,19,41.9588135
0,27700,35132,71456,DebtCon,0,Mgr,1,0,0,0,0,13,0,0,84.8749672,5,16,35.65073032
0,27700,67446,99206,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,286.9659711,0,32,38.9951644
0,27800,114417,150849,DebtCon,0,Mgr,1,0,0,0,0,5,0,0,285.3861264,0,24,38.58192387
0,27800,96332,123598,DebtCon,0,ProfExe,0,0,1,0,0,1,0,0,190.3137746,2,38,33.85589547
0,27800,19600,50594,DebtCon,0,Other,0,0,0,0,0,24,0,0,137.2340443,1,10,24.52237465
0,27800,64804,97553,DebtCon,0,Other,0,0,0,0,0,15,1,0,105.0986638,1,17,32.17786106
0,27800,127770,169440,DebtCon,0,Mgr,1,0,0,0,0,2,0,0,235.728547,1,24,34.84415543
0,27800,142356,177328,DebtCon,0,ProfExe,0,0,1,0,0,6,0,0,315.1755675,0,35,38.59599092
0,27800,181405,229116,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,297.9981443,0,32,43.52042818
0,27900,55859,92179,DebtCon,0,Office,0,1,0,0,0,0,0,1,94.93254438,0,23,33.09789894
0,27900,73630,106757,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,282.7596984,1,32,38.26657321
0,27900,137006,207997,HomeImp,1,ProfExe,0,0,1,0,0,5,0,0,194.0931469,1,28,36.90607516
0,27900,66027,102745,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,298.1032514,1,32,38.25030605
0,27900,69589,115061,DebtCon,0,Other,0,0,0,0,0,5,0,0,97.8638453,1,32,41.47397173
1,27900,62264,39604,DebtCon,0,Sales,0,0,0,1,0,10,3,1,118.7782646,7,23,48.07753147
0,27900,149359,192955,HomeImp,1,Self,0,0,0,0,1,0,0,0,172.5795906,1,16,40.13553136
0,27900,142346,185057,DebtCon,0,ProfExe,0,0,1,0,0,9,0,1,155.548699,0,36,39.39704272
0,27900,50988,81533,DebtCon,0,Office,0,1,0,0,0,1,0,0,167.6144501,2,18,40.62088475
0,27900,113843,156282,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,109.9596262,2,27,33.94246485
0,27900,135511,184219,DebtCon,0,ProfExe,0,0,1,0,0,1,1,0,241.0522835,2,19,38.60649271
1,27900,90694,121543,DebtCon,0,Mgr,1,0,0,0,0,5,2,1,107.0462506,8,15,0.838117525
0,28000,58002,86427,DebtCon,0,Other,0,0,0,0,0,9,0,1,129.575352,2,29,39.36269322
0,28000,59775,87390,DebtCon,0,Other,0,0,0,0,0,8,0,0,138.4864766,3,30,41.54380471
0,28000,140770,209726,HomeImp,1,ProfExe,0,0,1,0,0,5,0,0,190.329522,0,27,38.88660597
0,28000,62376,104073,DebtCon,0,Other,0,0,0,0,0,16,1,0,146.1419296,0,30,39.75984964
0,28000,77322,118082,DebtCon,0,Other,0,0,0,0,0,7,0,0,80.65809369,1,31,38.8154384
0,28000,96015,127551,DebtCon,0,ProfExe,0,0,1,0,0,0,1,0,196.5234881,3,37,34.87164312
0,28100,100420,207737,DebtCon,0,Other,0,0,0,0,0,22,0,0,197.1981219,0,19,26.37254872
0,28100,96160,128767,DebtCon,0,Office,0,1,0,0,0,10,0,1,154.672858,0,29,41.11794458
0,28100,86778,110851,DebtCon,0,Office,0,1,0,0,0,9,0,0,398.4023372,0,44,41.04058878
0,28100,32470,54522,DebtCon,0,Other,0,0,0,0,0,35,0,0,295.4966835,0,23,38.7994829
0,28100,112564,162129,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,115.564462,2,26,33.09168147
0,28200,90485,123674,DebtCon,0,Other,0,0,0,0,0,1,0,1,189.7347419,2,25,41.67698554
0,28200,76011,129352,DebtCon,0,Office,0,1,0,0,0,1,0,0,302.8032607,0,23,36.39047361
0,28200,58232,97555,DebtCon,0,Other,0,0,0,0,0,17,0,1,130.4507649,0,29,38.0927303
0,28200,44363,72966,DebtCon,0,Mgr,1,0,0,0,0,16,1,0,82.27059459,6,16,34.98052537
0,28200,61038,87534,DebtCon,0,Other,0,0,0,0,0,8,0,0,137.4878193,3,30,39.3600186
0,28200,118728,160486,DebtCon,0,ProfExe,0,0,1,0,0,7,0,0,112.5208179,2,26,34.53734229
0,28200,109184,207035,DebtCon,0,Other,0,0,0,0,0,23,0,0,179.9377509,0,18,23.66245669
0,28200,44321,63050,DebtCon,0,Office,0,1,0,0,0,19,0,0,182.2473057,2,22,32.47716703
0,28200,185607,227617,DebtCon,0,ProfExe,0,0,1,0,0,0,0,0,311.0627554,0,33,42.435285
0,28200,148455,191419,HomeImp,1,Self,0,0,0,0,1,1,0,0,186.9830429,0,17,39.56330308
0,28200,100353,131386,DebtCon,0,Office,0,1,0,0,0,9,0,0,146.0654833,0,28,38.67920763
0,28200,51663,92860,DebtCon,0,Other,0,0,0,0,0,24,0,1,172.3406543,0,20,26.9130048
0,28200,148772,186023,HomeImp,1,Self,0,0,0,0,1,3,0,0,203.5758597,1,17,43.30465807
1,28200,66242,109762,DebtCon,0,Other,0,0,0,0,0,8,0,1,130.9695654,0,21,60.29541349
0,28300,72572,117311,DebtCon,0,Other,0,0,0,0,0,6,0,0,85.79724815,1,32,39.8765037
0,28300,126942,166797,DebtCon,0,Mgr,1,0,0,0,0,0,0,0,244.7222847,1,23,33.394854
0,28300,71973,119224,DebtCon,0,Other,0,0,0,0,0,4,0,0,89.37995232,2,32,39.98105906
0,28300,68959,102048,DebtCon,0,ProfExe,0,0,1,0,0,12,0,0,278.7147042,1,32,39.93275013
0,28300,145931,239990,HomeImp,1,ProfExe,0,0,1,0,0,27,0,0,357.2309538,0,19,38.26846999
1,28300,104686,136033,HomeImp,1,ProfExe,0,0,1,0,0,13,0,2,291.1716614,1,27,5.762994872
